version	date	file	sha256	responsible	status
v001	2026-09-12	2026-09-12_evidence_database_v001.xlsx	40c5a035afa3c063a6127c4fc26c9d109cec03e707136e43fb6f38c517d3f151	Beatriz, Nicolas	immutable historical snapshot (archived previous canonical database)
